title,condition,url,agency,introduce,kind
로보틱스,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SEOULTECHk+SMOOC01k+2018_T3/about,서울과학기술대학교,"
 강좌 소개

수업내용
본 강좌는 최근 각광을 받고 있는 로봇시스템의 개발을 위한 기획부터 설계 제작에 이르기까지 주요 기술적 테마를 중심으로 다루며, 실제 로봇 개발 사례를 통하여 기구 설계, 센서 및 엑추에이터, 통신, 그리고 제어에 대한 응용할 수 있는 능력을 갖추도록 한다. 15주 강의가 끝나면 누구나 손쉽게 로봇을 제작하거나 로봇시스템을 이해하여 새로운 로봇 개발에 도전할 수 있도록 하고자 한다.


수업목표
1. 로봇 개념에 대해 이해하고 현장에서 활용되는 로봇들의 종류에 대해 설명할 수 있다.
          2. 로봇에 적용되는 센서의 원리에 대해 설명할 수 있다.
          3. 로봇에 적용되는 물체 인식을 위한 영상처리 원리 및 적용방법을 설명할 수 있다.
          4. 로봇 프로그래밍 방법을 이해하고 입출력 프로그램을 해독할 수 있다. 
          5. 로봇을 제작하기 위한 3D 프린팅 방법에 대해 이해 할 수 있다. 


수강신청 기간
 2018.08.06 ~ 2018.11.30(예정)


홍보영상




","
공학

                                (산업)
                            "
범죄행동의 심리학,종료,http://www.kmooc.kr/courses/course-v1:SookmyungK+SM_soc_002k+2018_03SM_02/about,숙명여자대학교,"
■ 강의 소개
 범죄자의 인지적, 성격적 특성과 범행 동기 및 심리 상태, 범죄 현장에서 나타난 행동, 범죄자들의 개인차에 근거한 유형 분류 등 범죄와 범죄자를 보다 잘 이해하고 설명하기 위해 다양한 심리학적 원리와 이론을 적용해보는 시간이 될 것입니다. 
This course focuses on the major theories of criminal behavior. Viewpoints from cognitive, behavioral, social and developmental theorists are discussed and compared with current classification systems. Case examples are used to illustrate the various theories.
","
사회과학

                                (사회과학)
                            "
인문브리꼴레르프로젝트 I,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KoreaUnivK+CORE_ku_hum_006+2018_S05/about,고려대학교,"
 강좌 소개

수업내용/목표
본 강좌는 인문학적 기반에서 융복합적 창의 인재를 육성하려는 취지에서 설계된 과목으로, 인문학의 여러 학습 콘텐츠와 이론 등을 바탕으로 공과대학의 주요 전공필수 과목중의 하나인 창의공학설계의 창의적 발상도구 및 사회과학분야의 다양한 분석기법 등을 적절하게 접목 교육하여 수강생을 '인문 브리꼴레르(다재다능인재)'가 될 수 있도록 하는 '다학제간 융복합 교양과목'입니다. 


수강신청 기간
인문 브리꼴레르프로젝트Ⅰ: 2018.08.01.~2018.10.21
        인문 브리꼴레르프로젝트Ⅱ: 2018.10.01.~2018.12.16


강의 미리보기




","
인문

                                (인문과학)
                            "
파이썬을 이용한 빅데이터 분석,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SejonguniversityK+SJKMOOC05k+2018_02SJ5_R2/about,세종대학교,"
◎ 수업 개요

파이썬 기본 개념 학습
파이썬을 이용한 데이터 수집 기본 개념 학습
파이썬을 이용한 데이터 분석 기본 개념 학습

 
◎ 수업 대상 및 목표

수업대상 - 컴퓨터공학과 학부생 3학년생 이상
수업목표 - 파이썬을 이용한 데이터분석 기초 개념 학습

 
◎ 이수증 발급 기준


퀴즈
과제
합계




80
20
100


60점 이상 이수



   
◎ 강의 계획


주차명
내용
학습활동
보충자료




1
강의소개 및 파이썬 기초문법
1
 
 
 


2
 
 


3
 
 


2
파이선 기초문법
1
 
 
 


2
 
 


3
 
 


3
파이썬을 이용한 데이터 시각화
1
 
 
 


2
 
 


3
 
 


4
기계학습을 이용한 데이터분석 개요
1
 
 
 


2
 
 


3
 
 


5
선형회귀분석을 이용한 데이터분석
1
 
 
 


2
 
 


3
 
 


6
트리를 이용한 데이터분석
1
 
 
 


2
 
 


3
 
 


7
인공신경망을 이용한 데이터분석
1
 
 
 


2
 
 


3
 
 


8
중간고사


9
SVM을 이용한 데이터분석
1
 
 
 


2
 
 


3
 
 


10
Naive Bayes를 이용한 데이터분석
1
 
 
 


2
 
 


3
 
 


11
텍스트 데이터 분석1
1
 
 
 


2
 
 


3
 
 


12
텍스트 데이터 분석2
1
 
 
 


2
 
 


3
 
 


13
기타 기계학습을 이용한 데이터 분석
1
 
 
 


2
 
 


3
 
 


14
데이터 사전 분석
1
 
 
 


2
 
 


3
 
 


15
기말고사


   
◎ 교재 및 참고문헌

참고문헌 - 조엘그루스 지음, 박은정 외 역, “밑바닥부터 시작하는 데이터과학”, 인사이트

 
◎ 교수 소개
유성준(세종대학교 _컴퓨터공학과)  

이메일 : sjyoo@sejong.ac.kr


학력사항 - 시라큐스대학교 전산학박사
경력사항 - 세종대학교 빅데이터산학연구센터 센터장
한국전자통신연구원 정보검색연구팀 팀장


주요 연구실적 - 대용량 데이터 초고속처리 장비연구 인프라 구축 연구


주요 저서-없음

   
◎ 담당 TA
정다운 TA (세종대학교 _컴퓨터공학과 _석박사통합과정)

이메일 : chris410@naver.com

","
공학

                                (컴퓨터ㆍ통신)
                            "
Physics for Everybody,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KoreaUnivK+ku_phy_002+2018_A14/about,고려대학교,"
 Introduce Course

The Contents of a course
Physics is the science that allows us to understand the universe where we live in. In this course, we will study how the modern form of physics began in the 17th century Europe and how physicists continued to change our view of the world through important observations and new interpretations. We will also see that it often took great amount of effort and time for physicists to arrive at agreements and conclusions, and experience how they used mathematical theories to analyze experimental data. Students are also expected to gain insights on how the science has contributed to the development of European civilization and culture. 
 
The devices chosen for discussion are p-n junction diode, photodiode and solar cell, LED and laser diode, followed by field effect transistors, e.g. MOSFET, nanowire, tunnel and spin FETs.  After a brief review of classical and statistical mechanics and electromagnetism, the quantum treatment of atoms, molecules, chemical bonds and tunneling are discussed. Also included in the discussion are the molecular spectroscopy, nuclear magnetic resonance, molecular imaging, bio-sensor, flash EEPROM cell and quantum computing.
 

Application period for classes
Physics for Everybody : 2018.08.01 ~ 2018.12.14


Sample lecture




","
자연과학

                                (수학ㆍ물리ㆍ천문ㆍ지리)
                            "
계량경제학,종료(청강가능),http://www.kmooc.kr/courses/course-v1:JEJUk+KOCW_JEJU01+2018_2/about,제주대학교,"
과정개요
본 강좌는 계량경제학에 대한 전반적인 내용과 구체적인 분석방법을 소개하고 그 지식을 바탕으로 경제자료와 통계패키지를 이용하여 경제이론을 검증할 수 있는 능력을 키우는 것을 목적으로 한다.
경제이론에 입각하여 모형을 설정하고, 통계학과 수리경제학을 이용하여 추정방법을 배우며. 경제통계를 구체적으로 정리하고 계량모형을 분석하기 위해 많이 사용되고 있는 소프트웨어인 EViews를 이용하여 모형을 추정하고 여러 가지 가설을 검정하며 모형을 평가할 수 있도록 한다.
수업목표
본 강좌는 계량경제학에 대한 여러 이론을 소개하고 이 이론을 바탕으로 현실 문제를 분석하는 실용적인 면을 강조함으로써 본 강좌를 수강한 학생들은 다음과 같은 능력을 가지게 하는 것을 목표로 한다.
1) 여러 가지 경제자료의 출처와 자료를 읽는 능력
2) 수집된 경제자료를 배열하고 처리하는 능력
3) 경제현상에 대한 가설들을 실증적으로 검증할 수 있는 능력
4) 통계패키지의 습득․활용할 수 있는 능력
강의내용

","
사회과학

                                (경영ㆍ경제)
                            "
현대건축의 흐름,종료,http://www.kmooc.kr/courses/course-v1:HongikUnivK+CK_HongikUnivK_01+2018_T1_1/about,홍익대학교,"
현대건축의 흐름은... 




건축은 사회, 정치 경제, 문화, 기술, 예술 등 한 시대를 살아가는 인간들의 모든 것을 반영하는 
집결체이자 그 시대를 대변하는 거울이다. 
따라서 20세기 중반 이 후 근대를 벗어나서 
현대에 접어든 시점부터의 건축을 살펴봄으로써 
사람들의 생각과 건축이 어떻게 변하게 되었는지를 
다양한 건축디자인을 통해서 살펴볼 수 있는 시간을 가진다. 
이 밖에도 건축과 도시에 대한 인문학적인 시선을 소개하는 강의를 듣게 될 것이다. 
수강한 후에는 자신만의 건축을 보는 시각, 도시를 보는 시각을 가지게 되는 것이 목표이다. 




","
공학

                                (건축)
                            "
중독상담,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SYUk+CK_SYUk01+2018_T2/about,삼육대학교,"
현대건축의 흐름은... 




건축은 사회, 정치 경제, 문화, 기술, 예술 등 한 시대를 살아가는 인간들의 모든 것을 반영하는 
집결체이자 그 시대를 대변하는 거울이다. 
따라서 20세기 중반 이 후 근대를 벗어나서 
현대에 접어든 시점부터의 건축을 살펴봄으로써 
사람들의 생각과 건축이 어떻게 변하게 되었는지를 
다양한 건축디자인을 통해서 살펴볼 수 있는 시간을 가진다. 
이 밖에도 건축과 도시에 대한 인문학적인 시선을 소개하는 강의를 듣게 될 것이다. 
수강한 후에는 자신만의 건축을 보는 시각, 도시를 보는 시각을 가지게 되는 것이 목표이다. 




","
공학

                                (건축)
                            "
생명과학의 세계,종료(청강가능),http://www.kmooc.kr/courses/course-v1:SKP.KAISTk+LS101+2018_K6/about,"서울대, 한국과학기술원, 포항공대","
강좌 소개
Postech과 KAIST의 교수진이 공동으로 개발한 본 강좌는 인간을 포함하는 생물계 전체를 아우르는 생명현상의 근본원리를 분자, 세포 및 개체 수준에서 이해하기 쉽게 설명합니다. 또한 암, 뇌, 노화, 줄기세포 등의 생명과학 핵심주제별 주요발견을 소개함으로써 과학적 상상력을 자극하고 과학문화 확산을 지향합니다.
","
자연과학

                                (생물ㆍ화학ㆍ환경)
                            "
음향학의 기초,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KAISTk+KMAE552+2018_K3/about,한국과학기술원,"
■ 강좌 소개
본 강좌는 음향학의 근간이 되는 개념, 즉 전파현상, 반사, 굴절, 회절, 방사, 산란 등에 대하여 이론적 접근과 물리적 이해를 돕는 강좌입니다. 소리를 대표하는 물리량으로서 음압 인텐시티, 파워, 에너지 개념을 정의하고 물리적 의미를
심도있게 이해할 수 있습니다. 또한 인간의 청각기관과 관련하여 다양한 예시를 통하여 살펴볼 것입니다.
","
공학

                                (기계ㆍ금속)
                            "
중국고전 명시의 이해와 낭송,종료(청강가능),http://www.kmooc.kr/courses/course-v1:BUFSk+CORE_BUFS01+2018_C1/about,부산외국어대학교,"
■ 강좌 소개
본 강좌는 음향학의 근간이 되는 개념, 즉 전파현상, 반사, 굴절, 회절, 방사, 산란 등에 대하여 이론적 접근과 물리적 이해를 돕는 강좌입니다. 소리를 대표하는 물리량으로서 음압 인텐시티, 파워, 에너지 개념을 정의하고 물리적 의미를
심도있게 이해할 수 있습니다. 또한 인간의 청각기관과 관련하여 다양한 예시를 통하여 살펴볼 것입니다.
","
공학

                                (기계ㆍ금속)
                            "
한국 산업의 현재와 미래: 산업 한류를 꿈꾸며(Ⅱ),종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOUk+UOU101.02k+U101A_3_2018_T1/about,울산대학교,"


이 강좌는 글로벌 비즈니스 환경의 변화를 기반으로, 한국 주력 산업의 현 주소와 미래 발전 방향을 제시합니다. 자동차, 전자, 석유화학, 조선, 건설, 철강, 4차 산업 혁명 분야의 전문가들이 전하는 풍부한 현장의 이야기와 울산대학교 조지운 교수의 강의를 통해 책보다 가깝고 뉴스보다 생생한 이야기를 접할 수 있습니다.
 이 강좌는 PartⅠ과 PartⅡ로 나누어 순차적으로 개설되며 PartⅡ는 PartⅠ의 연속강좌 입니다.  

「PartⅡ」에서는 세계 속 한국산업의 현 위상, 세계 시장경제의 변화로 인해 한국 산업이 직면해있는 위기, 미래를 위한 도전과제에 대해 생각해 봅니다. 무엇보다, 조선, 건설, 철강, 4차 산업 혁명 분야의 현장 전문가가 강의를 직접 맡아 진행합니다. 산업별 현황 및 특성, 최근 이슈에 대해 보다 현장감 있는 다양한 정보를 접하고, 미래 발전 가능성에 대해 함께 고민해보는 시간을 가질 수 있습니다. 

","
공학

                                (산업)
                            "
가족과 건강 : 심뇌혈관질환의 예방,종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOUk+UOU102_01k+U102O_3_2018_T1/about,울산대학교,"
 강좌 소개

 가족과 건강: 심뇌혈관질환의 예방 강좌에서는

            우리나라 국민의 사망원인 1, 2위를 차지하는 심장병과 뇌중풍 즉, 심뇌혈관질환을 
예방하고 관리하기 위한 정확한 지식과 정보를 제공하는데 중점을 둘 예정입니다. 
강좌를 통해 일상생활에 잘 적용해서, 개인은 물론 가족 모두의 건강을 증진시키고 
삶의 질을 향상시킬 수 있는 기회로 삼을 수 있도록 하는 것을 목표로 강의를 진행합니다.
		
이 강좌의 ‘질병예방과 건강증진’이라는 주제로 건강과 질병의 정확한 개념을 이해를 시작으로 
본격적인 강의에서는 심뇌혈관질환의 현황, 예방과 함께 조기 검진의 효과성에 대해 알아봅니다. 
또한, 당뇨병이 심뇌혈관질환에 미치는 영향을 알아보고, 약물과 비약물로 나눠 치료방법에 대해 알아봅니다. 
심뇌혈관은 당뇨뿐만 아니라 비만, 스트레스 그리고 우울증과도 관련하여 발생하기 때문에 
증례를 통해 쉽게 진단할 수 있는 방법을 찾아보고,
 특히 흡연, 음주, 운동이 심뇌혈관질환의 예방 개선습관에 가져오는 효과는 어떠한지, 
그에 따라 가족건강을 지키는 가장 효과적이고 올바른 방법을 알아보겠습니다. 

","
의료

                                (의약)
                            "
일반인을 위한 일반상대성이론Ⅱ,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KoreaUnivK+ku_phy_001+2018_A10/about,고려대학교,"
* 이 강좌는 '일반인을 위한 일반상대성이론Ⅰ', '일반인을 위한 일반상대성이론Ⅱ' 강좌 중 두 번째 강좌인 '일반인을 위한 일반상대성이론Ⅱ'입니다. 
▣ 강의 개요 ▣
2015년은 일반상대성이론이 세상에 나온 지 꼭 100년이 되는 해입니다. 지난 2009년 과학독서 동호회 분들이 일반상대성이론이 집약된 아인슈타인의 중력장 방정식을 직접 수학으로 풀어보고 싶다고 하셔서 이분들을 위해 고등학교 수학과정부터 12개월에 걸쳐 강의했던 적이 있었습니다. 그 6년 전 강의를 온라인으로 옮긴 강좌가 여기 있습니다. 수학은 과학의 원어입니다. 21세기 현재 과학자들이 우주를 어떻게 이해하고 있는지 이 강좌를 통해 직접 확인할 수 있습니다. 번역어가 아닌 원어로 과학과 우주의 아름다움을 느껴 보시기 바랍니다.
▣ 수강신청 기간 ▣
 일반인을 위한 일반상대성이론Ⅱ : 2018.4.2 ~ 2018.6.17 
    수강신청기간은 종강일 전 (2018년 6월 17일)까지 가능합니다.
▣ 이수증 안내 ▣
성적 등급은 다음과 같이 나뉘어집니다. 
◎ A: 100-90
◎ B: 89-75
◎ C: 74-50
◎ FAIL: 49-0
성적은 7주간의 Quiz 점수를 통해 평가되며  C 이상의 점수를 취득 시 이수증이 발급됩니다.
Quiz는 1주차를 제외하고는 해당 주차 일요일에 마감됩니다.(1주차는 5/13까지 마감)
","
자연과학

                                (수학ㆍ물리ㆍ천문ㆍ지리)
                            "
당신의 삶을 위한 철학의 에피소드,종료,http://www.kmooc.kr/courses/course-v1:YSUk+YSU_PHI01k+2018_T1/about,연세대학교,"
* 이 강좌는 '일반인을 위한 일반상대성이론Ⅰ', '일반인을 위한 일반상대성이론Ⅱ' 강좌 중 두 번째 강좌인 '일반인을 위한 일반상대성이론Ⅱ'입니다. 
▣ 강의 개요 ▣
2015년은 일반상대성이론이 세상에 나온 지 꼭 100년이 되는 해입니다. 지난 2009년 과학독서 동호회 분들이 일반상대성이론이 집약된 아인슈타인의 중력장 방정식을 직접 수학으로 풀어보고 싶다고 하셔서 이분들을 위해 고등학교 수학과정부터 12개월에 걸쳐 강의했던 적이 있었습니다. 그 6년 전 강의를 온라인으로 옮긴 강좌가 여기 있습니다. 수학은 과학의 원어입니다. 21세기 현재 과학자들이 우주를 어떻게 이해하고 있는지 이 강좌를 통해 직접 확인할 수 있습니다. 번역어가 아닌 원어로 과학과 우주의 아름다움을 느껴 보시기 바랍니다.
▣ 수강신청 기간 ▣
 일반인을 위한 일반상대성이론Ⅱ : 2018.4.2 ~ 2018.6.17 
    수강신청기간은 종강일 전 (2018년 6월 17일)까지 가능합니다.
▣ 이수증 안내 ▣
성적 등급은 다음과 같이 나뉘어집니다. 
◎ A: 100-90
◎ B: 89-75
◎ C: 74-50
◎ FAIL: 49-0
성적은 7주간의 Quiz 점수를 통해 평가되며  C 이상의 점수를 취득 시 이수증이 발급됩니다.
Quiz는 1주차를 제외하고는 해당 주차 일요일에 마감됩니다.(1주차는 5/13까지 마감)
","
자연과학

                                (수학ㆍ물리ㆍ천문ㆍ지리)
                            "
한국 산업의 현재와 미래: 산업 한류를 꿈꾸며(Ⅰ),종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOUk+UOU101_01k+U102A_3_2018_T1/about,울산대학교,"


이 강좌는 글로벌 비즈니스 환경의 변화를 기반으로, 한국 주력 산업의 현 주소와 미래 발전 방향을 제시합니다. 자동차, 전자, 석유화학, 조선, 건설, 철강, 4차 산업 혁명 분야의 전문가들이 전하는 풍부한 현장의 이야기와 울산대학교 조지운 교수의 강의를 통해 책보다 가깝고 뉴스보다 생생한 이야기를 접할 수 있습니다.
 이 강좌는 PartⅠ과 PartⅡ로 나누어 순차적으로 개설됩니다. 

「PartⅠ」에서는 세계 속 한국산업의 현 위상, 세계 시장경제의 변화로 인해 한국 산업이 직면해있는 위기, 미래를 위한 도전과제에 대해 생각해 봅니다. 무엇보다, 자동차, 전자, 석유화학 산업의 현장 전문가가 강의를 직접 맡아 진행합니다. 산업별 현황 및 특성, 최근 이슈에 대해 보다 현장감 있는 다양한 정보를 접하고, 미래 발전 가능성에 대해 함께 고민해보는 시간을 가질 수 있습니다. 

","
공학

                                (산업)
                            "
쉽게 이해하는 FTA,종료(청강가능),http://www.kmooc.kr/courses/course-v1:UOSk+ACE_UOS01+2018_1/about,서울시립대학교,"

고등학교 사회(경제) 과목 수준 이상의 지식을 갖고 있는 예비 학습자를 대상으로
 최근 국제통상의 대세인 자유무역협정(FTA)과 한국의 FTA 정책에 대해 효과적으로 이해할 수 있도록 합니다.
한국의 FTA 관련 지식을 이해하기 쉽게 설명하고, FTA의 장단점에 대해 객관적으로 평가할 수 있는 안목을 가질 수 있게 합니다.


이 강좌는 FTA의 편익과 비용의 개념, 세계적인 FTA 추세, WTO를 중심으로 한 다자통상체계의 개념에 대한 이론을 대중에게 쉽게 이해할 수 있도록 하는 데 그 목적이 있습니다.
이를 위해 과거에 한국이 추진한 FTA의 경제적 효과와 현재까지 추진한 FTA현황 및 향후 추진 방향을 중심으로 FTA에 대한 쉽고 대중적인 이해를 도모하고자 합니다.


WTO를 중심으로 이루어지는 다자통상질서에 대한 개념을 습득할 수 있습니다.
FTA 관련 주요 개념에 대해 습득하고, 타인에게 설명할 수 있습니다.
FTA의 장단점에 대해 객관적인 시각을 습득하여, FTA와 관련된 편향된 내용을 정정할 수 있습니다.












온라인 강좌는 한 주차씩 매주 화요일에 오픈됩니다.
학습내용 질의에 대한 답변은 일괄적으로 이루어집니다.
퀴즈문제는 2번까지 기회가 주어져 있고, 2회까지의 점수가 최종점수가 됩니다.
토론은 주제에 대한 개인 의견을 수업내용과 관련해서 자유롭게 기재하시면 됩니다. 
 단, 비속어의 사용이나 남에 대한 근거없는 비방은 자제해 주시기 바랍니다.

","
사회과학

                                (경영ㆍ경제)
                            "
경제학 첫걸음 Part 1: 미시경제학,종료(청강가능),http://www.kmooc.kr/courses/course-v1:YSUk+YSU_ECO01k+2018_T1/about,연세대학교,"



우리 모두는 경제라는 울타리에서 자유로울 수 없습니다. 그럼에도 불구하고 경제학은 어려운 학문이고 보통 사람들이 접근하기 힘든 분야라고 인식되어 공부하기를 어려워하고 있습니다. 
  
  
  경제는 왜 항상 어려울까요? 경제학은 우리가 직면하고 있는 경제적인 문제를 해결하기 위해 어떤 접근 방법들을 활용하고 있을까요?
  
  
  모든 경제 문제는 일단 '부족하다'는 인식에서부터 시작됩니다. 우리는 항상 무언가를 실행할 시간도 부족하고, 투자할 자원도 부족하고, 사용할 용돈도 부족하다고 느낍니다. 하지만 이 세상에 모든 것을 만족할만큼 풍족하게 가지고 있는 사람이 얼마나 있을까요? 이 세상의 모든 경제 문제를 해결하기 위한 경제학적 접근을 이해해야 하는 이유는 바로 여기에서부터 시작됩니다.
        
	이 강좌의 학습 목표는 경제학의 기본 원리를 이해하고 이러한 원리들이 우리 주변에 발생하고 있는 수많은 경제적 사건들을 설명할 수 있는지를 알아보는 것입니다. Part I.에서는 경제학에 대한 개괄적 설명에서부터 시장의 수요와 공급의 문제, 그리고 독과점 문제에 이르기까지 미시경제학에서 다루는 내용을 중점적으로 주변에서 발견하기 쉬운 일상적인 사례를 인용하며 설명합니다. 
  
  하루 일과를 어떻게 보람있게 보낼지 일정을 결정할 때, 대학 진학을 결정할 때, 첫사랑을 시작할 때에도 이 모든 순간에 경제학의 원리가 곳곳에 살아 있는 것을 관찰할 수 있습니다. 여기서 좀 더 나아가 '경제학 첫걸음'에서는 보다 넓게 시장의 흐름을 이해하고, 효율적인 자원의 배분방식을 찾아보고, 국민 경제의 미래를 위한 선택을 모색해 보려합니다. 경제학에 대한 이해가 높아질수록 개인도 나라도 더 풍요로워질 수 있다는 사실을 함께 경험해보시기 바랍니다.
","
사회과학

                                (경영ㆍ경제)
                            "
"빅뱅 콘서트, 우주·생명·문명",종료(청강가능),http://www.kmooc.kr/courses/course-v1:KHUk+KH202+2018_KH202_1/about,경희대학교,"



우리 모두는 경제라는 울타리에서 자유로울 수 없습니다. 그럼에도 불구하고 경제학은 어려운 학문이고 보통 사람들이 접근하기 힘든 분야라고 인식되어 공부하기를 어려워하고 있습니다. 
  
  
  경제는 왜 항상 어려울까요? 경제학은 우리가 직면하고 있는 경제적인 문제를 해결하기 위해 어떤 접근 방법들을 활용하고 있을까요?
  
  
  모든 경제 문제는 일단 '부족하다'는 인식에서부터 시작됩니다. 우리는 항상 무언가를 실행할 시간도 부족하고, 투자할 자원도 부족하고, 사용할 용돈도 부족하다고 느낍니다. 하지만 이 세상에 모든 것을 만족할만큼 풍족하게 가지고 있는 사람이 얼마나 있을까요? 이 세상의 모든 경제 문제를 해결하기 위한 경제학적 접근을 이해해야 하는 이유는 바로 여기에서부터 시작됩니다.
        
	이 강좌의 학습 목표는 경제학의 기본 원리를 이해하고 이러한 원리들이 우리 주변에 발생하고 있는 수많은 경제적 사건들을 설명할 수 있는지를 알아보는 것입니다. Part I.에서는 경제학에 대한 개괄적 설명에서부터 시장의 수요와 공급의 문제, 그리고 독과점 문제에 이르기까지 미시경제학에서 다루는 내용을 중점적으로 주변에서 발견하기 쉬운 일상적인 사례를 인용하며 설명합니다. 
  
  하루 일과를 어떻게 보람있게 보낼지 일정을 결정할 때, 대학 진학을 결정할 때, 첫사랑을 시작할 때에도 이 모든 순간에 경제학의 원리가 곳곳에 살아 있는 것을 관찰할 수 있습니다. 여기서 좀 더 나아가 '경제학 첫걸음'에서는 보다 넓게 시장의 흐름을 이해하고, 효율적인 자원의 배분방식을 찾아보고, 국민 경제의 미래를 위한 선택을 모색해 보려합니다. 경제학에 대한 이해가 높아질수록 개인도 나라도 더 풍요로워질 수 있다는 사실을 함께 경험해보시기 바랍니다.
","
사회과학

                                (경영ㆍ경제)
                            "
과학적사고와인간,종료,http://www.kmooc.kr/courses/course-v1:DKUK+CK_DKUK0001+2018_T1/about,단국대학교,"

■ 강좌 소개
현대는 누구에게나 과학적 사고와 태도를 포함한 과학에 대한 기본 소양이 필요한 과학기술의 시대입니다.
경제적이고 효율적인 업무 처리를 위해서도, 일상의 현명한 판단과 선택을 위해서도 일정 수준의 과학적 지식과 사고 및 태도는 필수적인 부분입니다. 
이런 필요성에 따라서 본 교과목은 과학적 소양에 대한 중요성과 그 의의를 재인식하고자 과학교육, 과학철학, 공학, 생명과학의 과학관련 전공자만이 아니라 경제학, 법학, 역사학, 문학, 철학 등 다양한 학문 분야 전문가인 단국대학교 14명의 교수들이 참여하여 다학문적인 시각에서 과학에 대한 이해를 도모하고자 개발된 융복합 교과목입니다. 
본 강좌를 통하여 수강생 여러분들의 과학적 지식과 사고에 대한 이해의 폭을 넓히고, 일상생활에서 좀 더 과학적 소양을 갖춘지성인으로서 성장할 수 있는 기회를 갖기 바랍니다.
","
인문

                                (인문과학)
                            "
바이오헬스 미래융합기술의 세계,종료(청강가능),http://www.kmooc.kr/courses/course-v1:KKUk+CK_KKUkbio001+2018_T2/about,건국대학교(글로컬),"

■ 강좌 소개
현대는 누구에게나 과학적 사고와 태도를 포함한 과학에 대한 기본 소양이 필요한 과학기술의 시대입니다.
경제적이고 효율적인 업무 처리를 위해서도, 일상의 현명한 판단과 선택을 위해서도 일정 수준의 과학적 지식과 사고 및 태도는 필수적인 부분입니다. 
이런 필요성에 따라서 본 교과목은 과학적 소양에 대한 중요성과 그 의의를 재인식하고자 과학교육, 과학철학, 공학, 생명과학의 과학관련 전공자만이 아니라 경제학, 법학, 역사학, 문학, 철학 등 다양한 학문 분야 전문가인 단국대학교 14명의 교수들이 참여하여 다학문적인 시각에서 과학에 대한 이해를 도모하고자 개발된 융복합 교과목입니다. 
본 강좌를 통하여 수강생 여러분들의 과학적 지식과 사고에 대한 이해의 폭을 넓히고, 일상생활에서 좀 더 과학적 소양을 갖춘지성인으로서 성장할 수 있는 기회를 갖기 바랍니다.
","
인문

                                (인문과학)
                            "
